Id,data_venda,vendedor,equipe,categoria_servico,servico,quantidade,preco_unitario,custo,cliente,estado,regiao
12783,2023-05-15,Danilo,Equipe Solaris,Infraestrutura,Gerenciamento de Redes,11,309.17,212.37,Alves - ME,BA,nordeste
12784,2023-07-25,Danilo,Equipe Solaris,Desenvolvimento,Desenvolvimento de Software,8,375.53,287.14,Gomes,PA,norte
12785,2024-10-12,Isabella,Equipe Solaris,Consultoria,Treinamento em TI,3,167.65,143.76,Freitas Ltda.,PE,nordeste
12786,2023-03-16,Danilo,Equipe Solaris,Desenvolvimento,Desenvolvimento de Software,9,1090.0,707.77,Barros S/A,SC,sul
12787,2024-04-04,Luna,Equipe Solaris,Desenvolvimento,Automação de Processos,20,1225.07,645.08,Farias Cardoso Ltda.,RO,norte
12788,2024-01-04,Luna,Equipe Solaris,Infraestrutura,Suporte Técnico,20,473.97,404.64,Ferreira - EI,PE,nordeste
12789,2024-03-23,Isabella,Equipe Solaris,Consultoria,Gestão de Projetos de TI,6,281.13,198.7,Lima das Neves - ME,PR,sul
12790,2022-09-23,Agatha,Equipe Solaris,Desenvolvimento,Integração de Sistemas,7,449.83,236.29,Costa,RO,norte
12791,2022-06-28,Agatha,Equipe Solaris,Desenvolvimento,Automação de Processos,14,955.52,525.12,Rocha,PE,nordeste
12792,2024-10-23,Luna,Equipe Solaris,Desenvolvimento,Automação de Processos,9,1389.94,860.85,Campos Campos Ltda.,BA,nordeste
12793,2023-07-15,Isabella,Equipe Solaris,Consultoria,Consultoria em TI,7,471.54,380.75,Ribeiro - ME,BA,nordeste
12794,2022-07-22,Luna,Equipe Solaris,Infraestrutura,Hospedagem de Sites,16,887.71,618.32,Rocha - EI,CE,nordeste
12795,2024-07-02,Isabella,Equipe Solaris,Infraestrutura,Monitoramento de Sistemas,14,1304.22,870.7,Dias da Mata S/A,DF,centro-oeste
12796,2024-04-07,Danilo,Equipe Solaris,Consultoria,Gestão de Projetos de TI,17,846.05,516.81,da Cunha Aragão S/A,PA,norte
12797,2025-02-11,Danilo,Equipe Solaris,Consultoria,Planejamento Estratégico de TI,18,950.42,612.64,Peixoto Fernandes S/A,GO,centro-oeste
12798,2023-02-20,Luna,Equipe Solaris,Desenvolvimento,Integração de Sistemas,3,724.5,623.9,Porto,MG,sudeste
12799,2023-03-17,Ana Júlia,Equipe Solaris,Desenvolvimento,Desenvolvimento Web,18,945.74,616.28,Rezende e Filhos,RJ,sudeste
12800,2024-09-13,Agatha,Equipe Solaris,Consultoria,Planejamento Estratégico de TI,6,313.98,204.33,Barros,AM,norte
12801,2023-03-20,Luna,Equipe Solaris,Desenvolvimento,Integração de Sistemas,11,517.33,283.55,Almeida,CE,nordeste
12802,2022-06-01,Ana Júlia,Equipe Solaris,Infraestrutura,Monitoramento de Sistemas,20,657.05,474.06,Campos,MG,sudeste
12803,2023-04-05,Ana Júlia,Equipe Solaris,Infraestrutura,Backup em Nuvem,18,770.14,690.42,da Rocha,MG,sudeste
12804,2023-04-18,Agatha,Equipe Solaris,Consultoria,Gestão de Projetos de TI,18,552.61,301.72,Lopes Melo S/A,PR,sul
12805,2023-06-16,Ana Júlia,Equipe Solaris,Consultoria,Treinamento em TI,17,1255.12,763.62,Viana S.A.,CE,nordeste
12806,2023-09-06,Luna,Equipe Solaris,Consultoria,Auditoria de Sistemas,20,413.88,336.9,da Costa Costela - EI,PR,sul
12807,2022-06-24,Isabella,Equipe Solaris,Infraestrutura,Suporte Técnico,2,705.33,436.98,Monteiro,BA,nordeste
12808,2024-11-16,Isabella,Equipe Solaris,Desenvolvimento,Desenvolvimento Web,3,1319.14,994.12,Teixeira,DF,centro-oeste
12809,2024-11-11,Ana Júlia,Equipe Solaris,Infraestrutura,Monitoramento de Sistemas,2,1086.08,795.46,Alves,DF,centro-oeste
12810,2024-08-17,Isabella,Equipe Solaris,Infraestrutura,Suporte Técnico,12,575.06,361.95,da Cunha,RS,sul
12811,2023-06-11,Isabella,Equipe Solaris,Desenvolvimento,Automação de Processos,12,1148.46,574.76,Peixoto,BA,nordeste
12812,2024-05-30,Isabella,Equipe Solaris,Infraestrutura,Suporte Técnico,4,309.06,189.24,Pires,DF,centro-oeste
12813,2022-05-31,Ana Júlia,Equipe Solaris,Infraestrutura,Suporte Técnico,11,1077.04,653.2,Duarte,BA,nordeste
12814,2022-11-21,Luna,Equipe Solaris,Infraestrutura,Gerenciamento de Redes,16,988.92,530.98,da Conceição,MG,sudeste
12815,2023-12-09,Isabella,Equipe Solaris,Desenvolvimento,Criação de Aplicativos,5,601.4,534.69,Vieira,SC,sul
12816,2024-06-09,Agatha,Equipe Solaris,Infraestrutura,Backup em Nuvem,4,474.03,359.53,Barbosa,SP,sudeste
12817,2024-01-11,Danilo,Equipe Solaris,Consultoria,Planejamento Estratégico de TI,9,1264.1,863.77,da Rosa Aragão S.A.,RO,norte
12818,2024-05-23,Isabella,Equipe Solaris,Infraestrutura,Hospedagem de Sites,2,966.93,635.98,Silveira,PR,sul
12819,2025-03-18,Agatha,Equipe Solaris,Consultoria,Gestão de Projetos de TI,5,1402.02,931.31,Pereira Azevedo S/A,RJ,sudeste
12820,2024-07-24,Isabella,Equipe Solaris,Desenvolvimento,Desenvolvimento Web,16,323.43,248.52,Farias,MT,centro-oeste
12821,2023-04-13,Ana Júlia,Equipe Solaris,Desenvolvimento,Desenvolvimento de Software,17,809.24,451.97,Monteiro,PA,norte
12822,2024-01-07,Isabella,Equipe Solaris,Infraestrutura,Monitoramento de Sistemas,13,756.81,508.06,Ribeiro,PA,norte
12823,2025-01-16,Luna,Equipe Solaris,Desenvolvimento,Desenvolvimento de Software,13,1494.13,1213.31,Barros Ltda.,RJ,sudeste
12824,2022-08-05,Agatha,Equipe Solaris,Infraestrutura,Suporte Técnico,7,1195.04,1073.19,Lima e Filhos,RJ,sudeste
12825,2024-12-04,Ana Júlia,Equipe Solaris,Infraestrutura,Monitoramento de Sistemas,17,377.31,278.55,Nunes,SC,sul
12826,2022-06-16,Agatha,Equipe Solaris,Consultoria,Planejamento Estratégico de TI,7,549.99,453.23,Silveira da Conceição Ltda.,RO,norte
12827,2023-12-07,Agatha,Equipe Solaris,Desenvolvimento,Criação de Aplicativos,4,1292.54,1074.53,Silva S.A.,DF,centro-oeste
12828,2024-05-22,Ana Júlia,Equipe Solaris,Infraestrutura,Gerenciamento de Redes,14,262.47,160.93,Melo Rocha Ltda.,MG,sudeste
12829,2023-08-24,Agatha,Equipe Solaris,Consultoria,Consultoria em TI,20,1227.21,865.21,Azevedo,SC,sul
12830,2024-04-28,Luna,Equipe Solaris,Consultoria,Treinamento em TI,4,489.59,413.13,Freitas,MT,centro-oeste
12831,2022-11-02,Isabella,Equipe Solaris,Consultoria,Gestão de Projetos de TI,18,1398.27,1247.49,Vieira,DF,centro-oeste
12832,2023-04-30,Danilo,Equipe Solaris,Consultoria,Planejamento Estratégico de TI,18,243.85,161.07,Rodrigues S.A.,DF,centro-oeste
12833,2024-08-28,Luna,Equipe Solaris,Desenvolvimento,Automação de Processos,3,202.62,143.21,Vieira,SP,sudeste
12834,2023-10-01,Ana Júlia,Equipe Solaris,Infraestrutura,Monitoramento de Sistemas,8,961.22,581.17,da Paz,SP,sudeste
12835,2024-09-28,Danilo,Equipe Solaris,Consultoria,Planejamento Estratégico de TI,12,1189.73,1027.3,Rezende S.A.,CE,nordeste
12836,2024-10-10,Luna,Equipe Solaris,Consultoria,Planejamento Estratégico de TI,1,1221.14,958.5,Martins S.A.,GO,centro-oeste
12837,2023-07-19,Isabella,Equipe Solaris,Infraestrutura,Backup em Nuvem,1,542.19,307.71,Caldeira - EI,RJ,sudeste
12838,2025-03-11,Agatha,Equipe Solaris,Infraestrutura,Monitoramento de Sistemas,18,795.34,609.48,Silva,PA,norte
12839,2022-11-19,Luna,Equipe Solaris,Infraestrutura,Hospedagem de Sites,19,350.37,257.33,Cavalcanti,PA,norte
12840,2022-11-24,Agatha,Equipe Solaris,Infraestrutura,Suporte Técnico,4,980.91,818.76,Rocha Monteiro S.A.,RO,norte
12841,2022-09-10,Danilo,Equipe Solaris,Desenvolvimento,Integração de Sistemas,12,589.36,374.29,Cardoso S.A.,RJ,sudeste
12842,2023-05-04,Danilo,Equipe Solaris,Infraestrutura,Gerenciamento de Redes,16,230.89,184.96,Barros Santos - ME,CE,nordeste
12843,2025-05-22,Isabella,Equipe Solaris,Consultoria,Consultoria em TI,12,694.51,361.36,Lima,PA,norte
12844,2024-12-02,Luna,Equipe Solaris,Desenvolvimento,Desenvolvimento de Software,17,1435.69,1250.73,Souza,SP,sudeste
12845,2024-06-13,Agatha,Equipe Solaris,Infraestrutura,Backup em Nuvem,4,1169.27,897.31,Oliveira Oliveira S/A,RS,sul
12846,2024-02-23,Danilo,Equipe Solaris,Desenvolvimento,Desenvolvimento Web,11,1003.79,853.58,Lima,RO,norte
12847,2024-11-02,Agatha,Equipe Solaris,Desenvolvimento,Automação de Processos,5,1096.46,920.11,Araújo - EI,PR,sul
12848,2023-11-26,Isabella,Equipe Solaris,Desenvolvimento,Automação de Processos,7,926.15,803.32,da Mota da Cunha - EI,GO,centro-oeste
12849,2022-12-22,Agatha,Equipe Solaris,Consultoria,Consultoria em TI,3,1368.55,1132.1,Nascimento,MT,centro-oeste
12850,2022-08-03,Ana Júlia,Equipe Solaris,Desenvolvimento,Criação de Aplicativos,8,1213.11,727.08,Viana,GO,centro-oeste
12851,2022-12-14,Ana Júlia,Equipe Solaris,Consultoria,Auditoria de Sistemas,11,1077.83,844.93,Cardoso Gomes - ME,PE,nordeste
12852,2024-12-11,Danilo,Equipe Solaris,Consultoria,Planejamento Estratégico de TI,3,1043.42,627.24,da Rocha Ltda.,PR,sul
12853,2024-11-29,Danilo,Equipe Solaris,Desenvolvimento,Criação de Aplicativos,4,1275.98,1130.04,Dias,MT,centro-oeste
12854,2023-01-15,Isabella,Equipe Solaris,Desenvolvimento,Criação de Aplicativos,12,216.67,191.27,da Rosa Cardoso - ME,PA,norte
12855,2022-06-23,Luna,Equipe Solaris,Consultoria,Auditoria de Sistemas,9,1158.81,614.04,da Paz,BA,nordeste
12856,2023-07-18,Danilo,Equipe Solaris,Desenvolvimento,Desenvolvimento Web,8,1214.96,850.07,Jesus Duarte Ltda.,MG,sudeste
12857,2024-08-22,Agatha,Equipe Solaris,Consultoria,Auditoria de Sistemas,8,788.54,706.51,Rodrigues S.A.,RO,norte
12858,2023-11-10,Danilo,Equipe Solaris,Infraestrutura,Monitoramento de Sistemas,8,547.78,451.34,Pires,SP,sudeste
12859,2025-01-16,Danilo,Equipe Solaris,Infraestrutura,Gerenciamento de Redes,8,447.22,392.15,Dias,PE,nordeste
12860,2025-02-22,Ana Júlia,Equipe Solaris,Infraestrutura,Hospedagem de Sites,4,1145.51,816.97,Ferreira,MG,sudeste
12861,2023-06-04,Luna,Equipe Solaris,Infraestrutura,Gerenciamento de Redes,11,692.88,597.5,das Neves - EI,BA,nordeste
12862,2023-09-19,Danilo,Equipe Solaris,Infraestrutura,Gerenciamento de Redes,3,265.31,216.92,Cardoso,PR,sul
12863,2024-04-13,Agatha,Equipe Solaris,Infraestrutura,Suporte Técnico,4,1459.35,1307.97,da Conceição Farias - EI,SC,sul
12864,2023-03-03,Danilo,Equipe Solaris,Consultoria,Gestão de Projetos de TI,7,1326.44,1110.72,da Rocha,AM,norte
12865,2024-04-06,Luna,Equipe Solaris,Consultoria,Treinamento em TI,1,504.73,290.24,da Mata e Filhos,PR,sul
12866,2024-11-17,Ana Júlia,Equipe Solaris,Consultoria,Treinamento em TI,6,1077.78,560.07,Rocha Cardoso e Filhos,MG,sudeste
12867,2022-06-16,Isabella,Equipe Solaris,Desenvolvimento,Integração de Sistemas,11,1401.94,1167.34,Peixoto,RJ,sudeste
12868,2025-04-18,Ana Júlia,Equipe Solaris,Consultoria,Auditoria de Sistemas,11,646.92,416.02,Pinto Novaes Ltda.,MG,sudeste
12869,2023-01-21,Danilo,Equipe Solaris,Consultoria,Treinamento em TI,8,296.54,264.93,Teixeira Ltda.,BA,nordeste
12870,2024-04-20,Luna,Equipe Solaris,Desenvolvimento,Automação de Processos,16,1360.94,909.02,da Conceição Almeida - EI,CE,nordeste
12871,2025-02-01,Agatha,Equipe Solaris,Consultoria,Gestão de Projetos de TI,1,385.62,263.67,da Rocha - ME,SP,sudeste
12872,2023-04-06,Agatha,Equipe Solaris,Desenvolvimento,Automação de Processos,5,636.34,499.59,Mendes,BA,nordeste
12873,2023-04-01,Luna,Equipe Solaris,Desenvolvimento,Automação de Processos,1,1217.59,946.71,Peixoto Sales - EI,SC,sul
12874,2023-08-25,Isabella,Equipe Solaris,Consultoria,Gestão de Projetos de TI,18,734.61,534.96,Rocha S.A.,PR,sul
12875,2022-12-18,Agatha,Equipe Solaris,Infraestrutura,Gerenciamento de Redes,2,950.82,597.95,Rodrigues Ltda.,SC,sul
12876,2023-12-17,Luna,Equipe Solaris,Infraestrutura,Suporte Técnico,15,256.82,161.17,da Costa,DF,centro-oeste
12877,2025-03-30,Ana Júlia,Equipe Solaris,Consultoria,Consultoria em TI,10,696.25,389.78,Campos,BA,nordeste
12878,2024-10-18,Danilo,Equipe Solaris,Consultoria,Consultoria em TI,16,668.84,444.13,Almeida Ltda.,GO,centro-oeste
12879,2022-11-18,Ana Júlia,Equipe Solaris,Consultoria,Auditoria de Sistemas,12,840.21,445.41,Jesus,DF,centro-oeste
12880,2024-08-21,Ana Júlia,Equipe Solaris,Desenvolvimento,Desenvolvimento de Software,3,1162.95,737.43,Santos Caldeira S.A.,PR,sul
12881,2024-09-04,Isabella,Equipe Solaris,Consultoria,Consultoria em TI,10,449.62,369.26,Cardoso,RO,norte
12882,2023-12-15,Luna,Equipe Solaris,Desenvolvimento,Desenvolvimento de Software,17,1145.57,985.82,da Conceição,SC,sul
12883,2023-11-09,Agatha,Equipe Solaris,Infraestrutura,Monitoramento de Sistemas,15,972.3,842.89,Dias,PR,sul
12884,2023-02-22,Agatha,Equipe Solaris,Desenvolvimento,Desenvolvimento Web,20,857.13,524.34,Santos Monteiro Ltda.,CE,nordeste
12885,2025-03-12,Agatha,Equipe Solaris,Consultoria,Gestão de Projetos de TI,7,1437.95,1036.58,Castro - EI,RO,norte
12886,2024-07-16,Isabella,Equipe Solaris,Desenvolvimento,Criação de Aplicativos,12,826.86,604.97,da Paz Fernandes Ltda.,MG,sudeste
12887,2023-01-08,Danilo,Equipe Solaris,Desenvolvimento,Automação de Processos,5,197.16,129.42,da Conceição,MT,centro-oeste
12888,2024-10-15,Danilo,Equipe Solaris,Infraestrutura,Suporte Técnico,5,491.17,288.0,Rocha Ltda.,MT,centro-oeste
12889,2023-12-15,Ana Júlia,Equipe Solaris,Consultoria,Treinamento em TI,1,365.79,243.34,Campos Souza S/A,GO,centro-oeste
12890,2023-05-11,Isabella,Equipe Solaris,Infraestrutura,Backup em Nuvem,18,298.44,257.99,Pires,MT,centro-oeste
12891,2024-04-14,Isabella,Equipe Solaris,Consultoria,Auditoria de Sistemas,18,453.09,357.68,Dias,RO,norte
12892,2024-08-24,Danilo,Equipe Solaris,Desenvolvimento,Desenvolvimento Web,11,535.12,480.54,da Costa,PR,sul
12893,2024-07-04,Ana Júlia,Equipe Solaris,Infraestrutura,Backup em Nuvem,10,896.14,480.1,Azevedo,PA,norte
12894,2023-10-21,Agatha,Equipe Solaris,Desenvolvimento,Desenvolvimento de Software,18,194.36,167.76,Costela - ME,SC,sul
12895,2023-08-27,Isabella,Equipe Solaris,Infraestrutura,Hospedagem de Sites,10,242.88,151.42,Lopes,SP,sudeste
12896,2024-12-05,Agatha,Equipe Solaris,Desenvolvimento,Automação de Processos,10,268.61,174.49,Cavalcanti Ltda.,DF,centro-oeste
12897,2022-10-30,Danilo,Equipe Solaris,Infraestrutura,Suporte Técnico,19,330.35,174.52,Cardoso Pereira - ME,DF,centro-oeste
12898,2024-08-19,Agatha,Equipe Solaris,Consultoria,Consultoria em TI,5,432.41,381.62,Oliveira Lima - EI,GO,centro-oeste
12899,2024-12-28,Ana Júlia,Equipe Solaris,Desenvolvimento,Desenvolvimento de Software,19,1013.91,838.68,Souza S.A.,RS,sul
12900,2023-07-16,Danilo,Equipe Solaris,Infraestrutura,Suporte Técnico,2,870.58,708.95,Araújo,PA,norte
12901,2024-12-25,Isabella,Equipe Solaris,Consultoria,Auditoria de Sistemas,7,1004.45,655.26,Barbosa - EI,SP,sudeste
12902,2023-03-25,Agatha,Equipe Solaris,Consultoria,Planejamento Estratégico de TI,12,261.49,189.04,Dias,BA,nordeste
12903,2023-12-25,Luna,Equipe Solaris,Infraestrutura,Suporte Técnico,13,929.82,659.72,Campos,PA,norte
12904,2023-08-12,Agatha,Equipe Solaris,Desenvolvimento,Automação de Processos,4,750.72,379.03,Mendes,MG,sudeste
12905,2022-10-26,Ana Júlia,Equipe Solaris,Infraestrutura,Backup em Nuvem,7,527.4,316.44,da Mata,SP,sudeste
12906,2024-07-02,Isabella,Equipe Solaris,Consultoria,Consultoria em TI,8,1471.06,1005.33,Martins Lopes S.A.,PR,sul
12907,2022-10-30,Isabella,Equipe Solaris,Consultoria,Consultoria em TI,16,1165.08,735.04,Caldeira,PE,nordeste
12908,2022-10-29,Luna,Equipe Solaris,Consultoria,Consultoria em TI,8,267.03,143.14,Monteiro,MG,sudeste
12909,2024-08-01,Agatha,Equipe Solaris,Infraestrutura,Gerenciamento de Redes,4,905.59,784.21,Vieira,MT,centro-oeste
12910,2025-02-25,Ana Júlia,Equipe Solaris,Infraestrutura,Hospedagem de Sites,19,616.76,405.68,Pinto,BA,nordeste
12911,2023-12-17,Isabella,Equipe Solaris,Desenvolvimento,Integração de Sistemas,18,1372.08,787.42,Porto,MG,sudeste
12912,2024-10-18,Ana Júlia,Equipe Solaris,Infraestrutura,Monitoramento de Sistemas,10,1143.55,918.67,Gonçalves S.A.,PA,norte
12913,2024-06-20,Isabella,Equipe Solaris,Infraestrutura,Gerenciamento de Redes,18,678.47,477.11,Jesus,SP,sudeste
12914,2024-12-08,Luna,Equipe Solaris,Infraestrutura,Monitoramento de Sistemas,3,366.28,207.63,Fernandes - ME,GO,centro-oeste
12915,2024-05-08,Danilo,Equipe Solaris,Infraestrutura,Backup em Nuvem,12,187.76,153.77,Rezende Ltda.,CE,nordeste
12916,2024-05-29,Luna,Equipe Solaris,Infraestrutura,Suporte Técnico,13,1148.89,615.69,Nascimento,RO,norte
12917,2022-08-07,Isabella,Equipe Solaris,Consultoria,Auditoria de Sistemas,5,535.78,274.17,Jesus - EI,DF,centro-oeste
12918,2023-02-01,Ana Júlia,Equipe Solaris,Infraestrutura,Suporte Técnico,10,1012.88,806.94,Viana da Mota S.A.,SP,sudeste
12919,2022-09-16,Isabella,Equipe Solaris,Infraestrutura,Gerenciamento de Redes,11,1092.12,918.57,Duarte,RS,sul
12920,2024-07-22,Agatha,Equipe Solaris,Consultoria,Gestão de Projetos de TI,8,301.94,180.94,Sales Cavalcanti S/A,PR,sul
12921,2023-07-21,Danilo,Equipe Solaris,Consultoria,Consultoria em TI,4,1443.44,941.15,Silva Ltda.,DF,centro-oeste
12922,2023-06-03,Ana Júlia,Equipe Solaris,Infraestrutura,Gerenciamento de Redes,2,586.16,390.34,Moura,SC,sul
12923,2023-09-10,Ana Júlia,Equipe Solaris,Consultoria,Treinamento em TI,9,238.12,209.26,Gonçalves Duarte - ME,PR,sul
12924,2024-02-21,Isabella,Equipe Solaris,Consultoria,Gestão de Projetos de TI,5,1148.8,657.4,Costa - EI,SP,sudeste
12925,2022-08-27,Danilo,Equipe Solaris,Consultoria,Gestão de Projetos de TI,17,371.14,242.56,Vieira,PA,norte
12926,2022-12-03,Ana Júlia,Equipe Solaris,Consultoria,Gestão de Projetos de TI,16,918.73,652.39,Gomes da Mata - EI,RJ,sudeste
12927,2023-06-23,Agatha,Equipe Solaris,Desenvolvimento,Desenvolvimento de Software,15,1170.26,896.67,Fernandes,PR,sul
12928,2022-06-22,Danilo,Equipe Solaris,Consultoria,Gestão de Projetos de TI,7,882.68,507.46,Rezende Rodrigues Ltda.,RJ,sudeste
12929,2023-01-09,Danilo,Equipe Solaris,Infraestrutura,Monitoramento de Sistemas,9,861.42,671.76,Azevedo Azevedo e Filhos,AM,norte
12930,2024-12-16,Danilo,Equipe Solaris,Consultoria,Gestão de Projetos de TI,3,1073.67,631.88,Alves,DF,centro-oeste
12931,2022-11-01,Isabella,Equipe Solaris,Infraestrutura,Monitoramento de Sistemas,15,539.43,414.19,Almeida S/A,RO,norte
12932,2022-06-26,Danilo,Equipe Solaris,Consultoria,Gestão de Projetos de TI,16,808.25,526.8,Gomes Martins Ltda.,MT,centro-oeste
12933,2024-09-16,Agatha,Equipe Solaris,Consultoria,Consultoria em TI,11,1235.9,806.93,Cardoso,RO,norte
12934,2024-04-10,Luna,Equipe Solaris,Desenvolvimento,Desenvolvimento de Software,9,1092.07,684.18,Santos - EI,AM,norte
12935,2022-07-24,Danilo,Equipe Solaris,Consultoria,Gestão de Projetos de TI,14,1392.83,850.51,Moreira,CE,nordeste
12936,2023-09-12,Ana Júlia,Equipe Solaris,Desenvolvimento,Integração de Sistemas,16,562.48,312.01,Melo,PR,sul
12937,2025-03-01,Isabella,Equipe Solaris,Infraestrutura,Gerenciamento de Redes,5,1388.71,716.9,Mendes,RJ,sudeste
12938,2024-02-16,Ana Júlia,Equipe Solaris,Infraestrutura,Monitoramento de Sistemas,14,1473.83,1227.97,Cavalcanti,RO,norte
12939,2023-06-09,Agatha,Equipe Solaris,Desenvolvimento,Desenvolvimento de Software,20,1478.18,1312.31,Pires,SC,sul
12940,2025-05-04,Isabella,Equipe Solaris,Desenvolvimento,Integração de Sistemas,1,613.51,520.6,da Mota Gomes Ltda.,RO,norte
12941,2025-03-23,Isabella,Equipe Solaris,Consultoria,Planejamento Estratégico de TI,7,658.6,497.34,das Neves,PE,nordeste
12942,2023-10-15,Danilo,Equipe Solaris,Infraestrutura,Backup em Nuvem,7,882.69,750.51,Rodrigues S/A,RO,norte
12943,2022-11-03,Ana Júlia,Equipe Solaris,Desenvolvimento,Desenvolvimento de Software,14,532.72,470.95,Farias Cardoso S/A,RS,sul
12944,2024-07-23,Danilo,Equipe Solaris,Consultoria,Auditoria de Sistemas,7,1415.15,740.48,Castro,PE,nordeste
12945,2023-07-11,Isabella,Equipe Solaris,Consultoria,Treinamento em TI,17,526.11,301.9,da Mata,RO,norte
12946,2024-11-02,Ana Júlia,Equipe Solaris,Desenvolvimento,Criação de Aplicativos,8,910.46,600.41,Pinto Costa e Filhos,CE,nordeste
12947,2023-08-10,Luna,Equipe Solaris,Desenvolvimento,Criação de Aplicativos,17,222.86,127.47,Fernandes,GO,centro-oeste
12948,2022-12-26,Agatha,Equipe Solaris,Infraestrutura,Gerenciamento de Redes,4,300.74,162.81,Correia,SP,sudeste
12949,2024-03-17,Ana Júlia,Equipe Solaris,Infraestrutura,Monitoramento de Sistemas,13,752.87,605.8,Rezende Cavalcanti S/A,SP,sudeste
12950,2023-02-07,Agatha,Equipe Solaris,Infraestrutura,Monitoramento de Sistemas,19,888.73,491.08,Fernandes,PE,nordeste
12951,2022-06-30,Agatha,Equipe Solaris,Consultoria,Gestão de Projetos de TI,17,360.55,272.71,Costa,MT,centro-oeste
12952,2023-06-09,Agatha,Equipe Solaris,Infraestrutura,Suporte Técnico,18,1409.37,1104.53,Santos,RS,sul
12953,2022-07-01,Danilo,Equipe Solaris,Consultoria,Treinamento em TI,20,202.9,127.74,Lopes,DF,centro-oeste
12954,2023-07-10,Isabella,Equipe Solaris,Consultoria,Consultoria em TI,12,695.75,386.94,Almeida,RO,norte
12955,2025-02-17,Danilo,Equipe Solaris,Infraestrutura,Monitoramento de Sistemas,3,1141.74,620.04,Moura Farias S/A,CE,nordeste
12956,2022-06-08,Agatha,Equipe Solaris,Desenvolvimento,Desenvolvimento de Software,17,231.47,190.36,Mendes Nunes - EI,RJ,sudeste
12957,2024-02-26,Agatha,Equipe Solaris,Consultoria,Treinamento em TI,9,572.36,483.19,Azevedo Porto e Filhos,GO,centro-oeste
12958,2024-08-25,Danilo,Equipe Solaris,Desenvolvimento,Desenvolvimento Web,17,1155.47,732.46,Barros Novaes S.A.,SP,sudeste
12959,2023-08-24,Danilo,Equipe Solaris,Infraestrutura,Backup em Nuvem,7,1199.08,811.99,Jesus Nascimento S.A.,GO,centro-oeste
12960,2024-05-25,Ana Júlia,Equipe Solaris,Consultoria,Gestão de Projetos de TI,16,1350.11,830.64,Pires,RJ,sudeste
12961,2024-10-01,Danilo,Equipe Solaris,Desenvolvimento,Integração de Sistemas,1,162.96,130.0,Cardoso,SC,sul
12962,2023-05-27,Luna,Equipe Solaris,Consultoria,Treinamento em TI,14,1087.4,855.19,Ramos - EI,DF,centro-oeste
12963,2023-12-10,Luna,Equipe Solaris,Consultoria,Treinamento em TI,11,305.77,181.17,Cardoso,DF,centro-oeste
12964,2023-08-25,Agatha,Equipe Solaris,Desenvolvimento,Integração de Sistemas,2,1332.0,887.05,Vieira Farias S.A.,PR,sul
12965,2023-06-14,Isabella,Equipe Solaris,Infraestrutura,Gerenciamento de Redes,16,180.96,120.39,Castro,MT,centro-oeste
12966,2023-06-21,Luna,Equipe Solaris,Consultoria,Auditoria de Sistemas,14,736.41,450.57,Nunes S/A,AM,norte
12967,2023-09-13,Ana Júlia,Equipe Solaris,Infraestrutura,Monitoramento de Sistemas,1,206.38,149.81,Alves Azevedo - ME,BA,nordeste
12968,2025-02-22,Danilo,Equipe Solaris,Desenvolvimento,Automação de Processos,10,753.62,536.56,Costela da Paz - EI,GO,centro-oeste
12969,2024-11-04,Luna,Equipe Solaris,Infraestrutura,Gerenciamento de Redes,14,428.99,309.6,da Mata,DF,centro-oeste
12970,2023-05-25,Ana Júlia,Equipe Solaris,Infraestrutura,Backup em Nuvem,17,1473.14,1194.04,Cardoso e Filhos,PR,sul
12971,2022-12-14,Isabella,Equipe Solaris,Infraestrutura,Gerenciamento de Redes,3,627.9,401.29,Lima,RJ,sudeste
12972,2024-02-08,Luna,Equipe Solaris,Desenvolvimento,Automação de Processos,17,896.55,448.74,Castro Rodrigues e Filhos,SP,sudeste
12973,2023-08-14,Danilo,Equipe Solaris,Desenvolvimento,Desenvolvimento Web,13,1403.33,704.88,Monteiro,MT,centro-oeste
12974,2023-03-21,Luna,Equipe Solaris,Consultoria,Consultoria em TI,10,1483.11,876.21,Nunes Azevedo - ME,MT,centro-oeste
12975,2024-01-09,Luna,Equipe Solaris,Infraestrutura,Suporte Técnico,10,424.88,341.91,Moraes,AM,norte
12976,2024-03-24,Agatha,Equipe Solaris,Desenvolvimento,Desenvolvimento Web,1,689.12,473.76,Pereira Barbosa e Filhos,CE,nordeste
12977,2023-09-17,Agatha,Equipe Solaris,Desenvolvimento,Desenvolvimento Web,6,399.52,209.86,Almeida e Filhos,PR,sul
12978,2024-01-10,Danilo,Equipe Solaris,Infraestrutura,Suporte Técnico,7,1032.72,833.6,Moura,PR,sul
12979,2023-03-20,Agatha,Equipe Solaris,Infraestrutura,Hospedagem de Sites,6,918.19,775.88,Azevedo Almeida - ME,PE,nordeste
12980,2024-08-27,Agatha,Equipe Solaris,Consultoria,Treinamento em TI,12,742.16,590.4,Castro - ME,SP,sudeste
12981,2024-06-11,Agatha,Equipe Solaris,Consultoria,Planejamento Estratégico de TI,19,1477.09,1001.54,Pinto,CE,nordeste
12982,2023-12-18,Danilo,Equipe Solaris,Desenvolvimento,Desenvolvimento de Software,9,285.85,157.97,Novaes,PR,sul
12983,2023-01-09,Ana Júlia,Equipe Solaris,Infraestrutura,Monitoramento de Sistemas,2,1396.5,1155.66,Nunes Oliveira - EI,AM,norte
